ADSID,IBRA_REGION,LONGITUDE,LATITUDE,SITE,SITE_TYPE,LAB_CODE,AGE,ERROR,C13_AGE,C13_ERROR,MATERIAL,MATERIAL_TOP_LEVEL,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,
13642,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2910,7810,110,,,Marine shell,Marine Shell,Square 3/Spit 1,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,7810,,
13643,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2909,7820,70,,,Marine shell,Marine Shell,Square 4/Spit 12,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,7820,,
13644,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2908,7890,70,,,Marine shell,Marine Shell,Square 4/Spit 8,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,7890,,
13645,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2915,7930,120,,,Marine shell,Marine Shell,Square 2/Spit 6,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,7930,,
13646,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2914,8090,70,,,Marine shell,Marine Shell,Square 4/Spit 3,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,8090,,
13647,Pilbara (coast),115.54,-20.43,Haynes Cave,Rockshelter,Wk-2911,8240,90,,,Marine shell,Marine Shell,Square 3/Spit 7,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,8240,,
13648,Pilbara (coast),113.51,-22.9,Noala 1 rockshelter,Rockshelter,Wk-2912,8730,80,,,Marine shell,Marine Shell,Square 1/Spit 1,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,8730,,
13649,Pilbara (coast),113.51,-22.9,Noala 1 rockshelter,Rockshelter,Wk-2913,10030,200,,,Marine shell,Marine Shell,Square 1/Spit 6,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,10030,,
13650,Pilbara (coast),113.51,-22.9,Noala 2 rockshelter,Rockshelter,Wk-2905,27220,640,,,Marine shell,Marine Shell,Square 2/spit 7,,Radiocarbon,,Marine,Closed,U,"Veth 1995, Hook pers comm",,c14,,27220,,
13651,Pilbara (coast),116.77,-20.61,Not-so-secret rock shelter,Rockshelter,Wk-2650,6080,130,,,Terebralia palustris shell,Marine Shell,"Test pit 1/Spit 27, 55cm bsl (basal)",,Radiocarbon,,Marine,Closed,U,"Veth 1995, Bradshaw, 1995, O'Connor, 1999",,c14,,6080,,
13652,Pilbara (inland),119,-22.6,Cleft Rock Shelter (Yandicoogina),Rockshelter,Wk-2583,1120,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Salmon 1998, Marwick 2002, Hook pers comm",,c14,,1120,,
13653,Pilbara (inland),119,-22.6,Cleft Rock Shelter (Yandicoogina),Rockshelter,Wk-2582,1700,199,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Salmon 1998, Marwick 2002, Hook pers comm",,c14,,1700,,
13654,Pilbara (inland),119,-22.6,Cleft Rock Shelter (Yandicoogina),Rockshelter,Wk-2581,3610,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Salmon 1998, Marwick 2002, Hook pers comm",,c14,,3610,,
13655,Pilbara (inland),119,-22.6,Cleft Rock Shelter (Yandicoogina),Rockshelter,Wk-2189,7900,70,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Salmon 1998, Marwick 2002, Hook pers comm",,c14,,7900,,
13656,Pilbara (inland),119,-22.6,Cleft Rock Shelter (Yandicoogina),Rockshelter,Wk-10845,12730,271,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Salmon 1998, Marwick 2002, Hook pers comm","Morse (2009) quotes this date as 12,700 +/- 271",c14,,12730,,
13657,Pilbara (inland),119,-23,DFSH3 (West Angelas),Rockshelter,Wk-16118,3960,41,,,Charcoal,Charcoal,3.6 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,3960,,
13658,Pilbara (inland),119,-23,DFSH3 (West Angelas),Rockshelter,Wk-16119,4079,39,,,Charcoal,Charcoal,8.8cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,4079,,
13659,Pilbara (inland),119,-23,DFSH4 (West Angelas),Rockshelter,Wk-16121,716,40,,,Spinifex resin,Wood/Plant Material,4.5 cm bsl,,Radiocarbon,,Terrestrial,Closed,Y,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,716,,
13660,Pilbara (inland),119,-23,DFSH4 (West Angelas),Rockshelter,Wk-16120,993,33,,,Charcoal,Charcoal,3.3 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,993,,
13661,Pilbara (inland),119,-23,DFSH4 (West Angelas),Rockshelter,Wk-16122,1131,37,,,Charcoal,Charcoal,10 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,1131,,
13662,Pilbara (inland),119,-23,DFSH4 (West Angelas),Rockshelter,Wk-16123,8090,46,,,Diffuse Charcoal,Charcoal,21 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,8090,,
13663,Pilbara (inland),119,-23,DFSH5 (West Angelas),Rockshelter,Wk-16124,2064,34,,,Charcoal,Charcoal,9.5 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,2064,,
13664,Pilbara (inland),119,-23,DFSH5 (West Angelas),Rockshelter,Wk-16125,2105,37,,,Diffuse Charcoal,Charcoal,17 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,2105,,
13665,Pilbara (inland),119,-23,DFSH6 (West Angelas),Rockshelter,Wk-16126,199,35,,,Charcoal,Charcoal,1.3 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,199,,
13666,Pilbara (inland),119,-23,DFSH6 (West Angelas),Rockshelter,Wk-16127,1040,44,,,Diffuse Charcoal,Charcoal,15.1 cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Dias et al 2006, Hook pers comm, Morse 2009",,c14,,1040,,
13667,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-22784,2766,32,,,Charcoal,Charcoal,,15,Radiocarbon,,Terrestrial,Closed,U,"Morse 2009, Boone Law et al. 2010",Conventional C14 date,c14,,2766,,
13668,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23306,6130,38,,,Charcoal,Charcoal,,29,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,6130,,
13669,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23307,12621,63,,,Charcoal,Charcoal,,40,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,12621,,
13670,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-22785,17975,72,,,Charcoal,Charcoal,,71,Radiocarbon,,Terrestrial,Closed,U,"Morse 2009, Boone Law et al. 2010",Conventional C14 date,c14,,17975,,
13671,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23310,19757,83,,,Charcoal,Charcoal,,77.5,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,19757,,
13672,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23308,19943,84,,,Charcoal,Charcoal,,75,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,19943,,
13673,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23309,19949,84,,,Charcoal,Charcoal,,80,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,19949,,
13674,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-22786,24522,129,,,Charcoal,Charcoal,,113,Radiocarbon,,Terrestrial,Closed,U,"Morse 2009, Boone Law et al. 2010",Conventional C14 date,c14,,24522,,
13675,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23311,25519,154,,,Charcoal,Charcoal,,104,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,25519,,
13676,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23314,28461,223,,,Charcoal,Charcoal,,158.5,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,28461,,
13677,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23315,33584,410,,,Charcoal,Charcoal,,180.5,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,33584,,
13678,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-22787,35159,537,,,Charcoal,Charcoal,,137,Radiocarbon,,Terrestrial,Closed,U,"Morse 2009, Boone Law et al. 2010",,c14,,35159,,
13679,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23312,35396,518,,,Charcoal,Charcoal,,142.5,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,35396,,
13680,Pilbara (inland),118.63,-23.12,Djadjiling,Rockshelter,Wk-23313,35753,546,,,Charcoal,Charcoal,,145,Radiocarbon,,Terrestrial,Closed,U,Boone Law et al. 2010,AMS date,c14,,35753,,
13681,Pilbara (inland),117.27,-22.51,Juukan-1,Rockshelter,Beta-249757,750,40,,,Charcoal,Charcoal,,Near surface,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,750,,
13682,Pilbara (inland),117.27,-22.51,Juukan-1,Rockshelter,Beta-249758,26570,160,,,Charcoal,Charcoal,,35,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,26570,,
13683,Pilbara (inland),117.27,-22.51,Juukan-1,Rockshelter,Beta-249759,32920,70,,,Charcoal,Charcoal,,60,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,32920,,
13684,Pilbara (inland),117.27,-22.51,Juukan-2,Rockshelter,Beta-247330,450,40,,,Charcoal,Charcoal,,10,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,450,,
13685,Pilbara (inland),117.27,-22.51,Juukan-2,Rockshelter,Beta-247331,16130,80,,,Charcoal,Charcoal,,55,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,16130,,
13686,Pilbara (inland),117.27,-22.51,Juukan-2,Rockshelter,Beta-247332,20050,100,,,Charcoal,Charcoal,,85,Radiocarbon,,Terrestrial,Closed,U,Slack et al 2009,,c14,,20050,,
13687,Pilbara (inland),119.01,-22.99,Malea rockshelter,Rockshelter,Wk-3381,2820,80,,,Diffuse Charcoal,Charcoal,27.0-30.4cm below surface,,Radiocarbon,,Terrestrial,Closed,U,Edwards & Murphy 2003,,c14,,2820,,
13688,Pilbara (inland),119.01,-22.99,Malea rockshelter,Rockshelter,Wk-5748,6570,60,,,Diffuse Charcoal,Charcoal,55.0-60.0cm below surface,,Radiocarbon,,Terrestrial,Closed,U,Edwards & Murphy 2003,,c14,,6570,,
13689,Pilbara (inland),119.01,-22.99,Malea rockshelter,Rockshelter,Wk-3382,15320,230,,,Diffuse Charcoal,Charcoal,72.5-79.6cm below surface,,Radiocarbon,,Terrestrial,Closed,U,Edwards & Murphy 2003,,c14,,15320,,
13690,Pilbara (inland),119.01,-22.99,Malea rockshelter,Rockshelter,Wk-3210,20360,230,,,Diffuse Charcoal,Charcoal,97.3-102.1cm below surface,,Radiocarbon,,Terrestrial,Closed,U,Edwards & Murphy 2003,,c14,,20360,,
13691,Pilbara (inland),119.01,-22.99,Malea rockshelter (Malia; Weeli Wolli),Rockshelter,Wk-3209,290,50,,,Diffuse Charcoal,Charcoal,6.3-9.9cm below surface,,Radiocarbon,,Terrestrial,Closed,U,Edwards & Murphy 2003,,c14,,290,,
13692,Pilbara (inland),118.12,-22.43,Manganese Gorge 2,Rockshelter,Wk-2478,4190,130,,,Charcoal,Charcoal,Square Z17/Spit 5,,Radiocarbon,,Terrestrial,Closed,U,Veth 1995; E.Bradshaw pers. comm.,,c14,,4190,,
13693,Pilbara (inland),118.12,-22.43,Manganese Gorge 2,Rockshelter,Wk-2477,8990,100,,,Charcoal,Charcoal,Square T19/Spit 22,,Radiocarbon,,Terrestrial,Closed,U,Veth 1995; E.Bradshaw pers. comm.,,c14,,8990,,
13694,Pilbara (inland),118.12,-22.43,Manganese Gorge 2,Rockshelter,Wk-2476,17900,230,,,Charcoal,Charcoal,Square T19/Spit 20,,Radiocarbon,,Terrestrial,Closed,U,Veth 1995; E.Bradshaw pers. comm.,,c14,,17900,,
13695,Pilbara (inland),118.12,-22.43,Manganese Gorge 2 cave,Rockshelter,Wk-3022,6460,60,,,Charcoal,Charcoal,Sq B8/Spit 7,23-26,Radiocarbon,,Terrestrial,Closed,U,Quatermaine 1994,,c14,,6460,,
13696,Pilbara (inland),118.12,-22.43,Manganese Gorge 2 cave,Rockshelter,Wk-3023,13460,90,,,Charcoal,Charcoal,Sq C10/Spit 5,44-60,Radiocarbon,,Terrestrial,Closed,U,Quatermaine 1994,,c14,,13460,,
13697,Pilbara (inland),118.12,-22.43,Manganese Gorge 8,Rockshelter,NZA-2578,4070,110,,,Bone apatite/carbonate,Bone,AMS,,Radiocarbon,,Terrestrial,Closed,U,"Hook pers comm, E.Bradshaw pers comm",,c14,,4070,,
13698,Pilbara (inland),118.12,-22.43,Manganese Gorge 8,Rockshelter,Wk-2474,430,90,,,Charcoal,Charcoal,Square A/spit 8,,Radiocarbon,,Terrestrial,Closed,U,Veth 1995; E.Bradshaw pers. comm.,,c14,,430,,
13699,Pilbara (inland),118.12,-22.43,Manganese Gorge 8,Rockshelter,NZA-2577,7200,110,,,Bone apatite/carbonate,Bone,AMS,,Radiocarbon,,Terrestrial,Closed,U,"Hook pers comm, E.Bradshaw pers comm",,c14,,7200,,
13700,Pilbara (inland),119.43,-22.66,Marillana A rockshelter,Rockshelter,Wk-2683,3630,70,,,Charcoal,Charcoal,Approx 15cm below surface,,Radiocarbon,,Terrestrial,Closed,U,"Marwick 2005, Morse 2009",Morse (2009) quotes this date as Wk-2863,c14,,3630,,
13701,Pilbara (inland),119.43,-22.66,Marillana A rockshelter,Rockshelter,Wk-2682,9200,200,,,Charcoal,Charcoal,Approx 45cm below surface,,Radiocarbon,,Terrestrial,Closed,U,"Marwick 2005, Morse 2009",,c14,,9200,,
13702,Pilbara (inland),119.43,-22.66,Marillana A rockshelter,Rockshelter,Wk-10198,13100,89,,,Charcoal,Charcoal,Approx 60cm below surface,,Radiocarbon,,Terrestrial,Closed,U,"Marwick 2005, Morse 2009",,c14,,13100,,
13703,Pilbara (inland),119.43,-22.66,Marillana B rockshelter,Rockshelter,Wk-10350,1791,57,,,Diffuse Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Marwick 2002, Hook pers comm",Morse (2009) indicates that the Charcoal for this date came from the sieves,c14,,1791,,
13704,Pilbara (inland),117.67,-21.76,Mesa J23 (Robe River),Rockshelter,Wk-2504,240,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm",,c14,,240,,
13705,Pilbara (inland),117.67,-21.76,Mesa J23 (Robe River),Rockshelter,Wk-2503,650,190,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm",,c14,,650,,
13706,Pilbara (inland),117.67,-21.76,Mesa J23 (Robe River),Rockshelter,Wk-2505,2230,160,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm",Morse (2009) quotes this date as Wk-2502,c14,,2230,,
13707,Pilbara (inland),117.67,-21.64,Mesa J24 (Robe River),Rockshelter,Wk-2635,1400,60,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm",,c14,,1400,,
13708,Pilbara (inland),117.67,-21.76,Mesa J24 (Robe River),Rockshelter,Wk-2634,3950,110,,,Charcoal,Charcoal,22.5-22.7cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm, Marwick 2002",,c14,,3950,,
13709,Pilbara (inland),117.67,-21.76,Mesa J24 (Robe River),Rockshelter,Wk-2514,23500,500,,,Charcoal,Charcoal,53-58cm bsl,,Radiocarbon,,Terrestrial,Closed,U,"Hughes & Quatermaine 1992, Hook pers comm, Marwick 2002",,c14,,23500,,
13710,Pilbara (inland),118.89,-22.54,Millys Cave,Rockshelter,Wk-2187,c.200,na,,,Charcoal,Charcoal,20cm bsl,,Radiocarbon,,Unusuable,Closed,,Marwick 2002,,c14,,,,
13711,Pilbara (inland),118.89,-22.54,Milly's Cave,Rockshelter,Wk-10351,719,57,,,Charcoal,Charcoal,27-36cm bsl,,Radiocarbon,,Terrestrial,Closed,U,Marwick 2002,,c14,,719,,
13712,Pilbara (inland),118.89,-22.54,Milly's Cave,Rockshelter,Wk-2583,14150,320,,,Charcoal,Charcoal,48-50cm bsl,,Radiocarbon,,Terrestrial,Closed,U,Marwick 2002,,c14,,14150,,
13713,Pilbara (inland),118.89,-22.54,Milly's Cave,Rockshelter,Wk-2188,18750,460,,,Charcoal,Charcoal,55-57cm bsl,,Radiocarbon,,Terrestrial,Closed,U,Marwick 2002,,c14,,18750,,
13714,Pilbara (inland),117.23,-22.43,Mt Brockman BM99-10 rockshelter,Rockshelter,Wk-7099,540,50,,,Spinifex resin,Wood/Plant Material,Surface,,Radiocarbon,,Terrestrial,Closed,Y,Veitch et al. 2005,,c14,,540,,
13715,Pilbara (inland),119.51,-23.21,Newman (P0187) Orebody XXIX rockshelter,Rockshelter,SUA-1040,3010,85,,,Charcoal,Charcoal,"Spit 2 (10-20cm bsl), Feature H3",,Radiocarbon,,Terrestrial,Closed,Y,Maynard 1980,,c14,,3010,,
13716,Pilbara (inland),119.51,-23.21,Newman (P0187) Orebody XXIX rockshelter,Rockshelter,SUA-627,5260,110,,,Charcoal,Charcoal,"Spit 3/4 (30-40cm bsl), Feature H4",,Radiocarbon,,Terrestrial,Closed,Y,Maynard 1980,,c14,,5260,,
13717,Pilbara (inland),119.51,-23.21,Newman (P0187) Orebody XXIX rockshelter,Rockshelter,SUA-2533,9870,80,,,Charcoal,Charcoal,Spit 7,,Radiocarbon,,Terrestrial,Closed,U,"Veth 1995,  Brown 1987",,c14,,9870,,
13718,Pilbara (inland),119.51,-23.21,Newman (P0187) Orebody XXIX rockshelter,Rockshelter,SUA-1041,20740,345,,,Charcoal from hearths,Charcoal,"Spit 8/9 (70-100cm bsl), Features H9, J, and H11",,Radiocarbon,,Terrestrial,Closed,Y,"Maynard 1980, Brown 1987",,c14,,20740,,
13719,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,Wk-12570,1388,37,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,Comtesse 2003,,c14,,1388,,
13720,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,Wk-12571,3487,40,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,Comtesse 2003,,c14,,3487,,
13721,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,SUA-1509,3740,100,,,Charcoal,Charcoal,Spit 1,,Radiocarbon,,Terrestrial,Closed,U,"Troilett 1982, Veth 1995",,c14,,3740,,
13722,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,Wk-12573,5109,43,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,Comtesse 2003,,c14,,5109,,
13723,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,Wk-12572,6254,43,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,Comtesse 2003,,c14,,6254,,
13724,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,WAIT-121,6270,210,,,Charcoal,Charcoal,Spit 10,,Radiocarbon,,Terrestrial,Closed,U,"Troilett 1982, Veth 1995",,c14,,6270,,
13725,Pilbara (inland),119.51,-23.21,Newman (P2055.2) rockshelter,Rockshelter,Wk-12574,8862,51,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Closed,U,Comtesse 2003,,c14,,8862,,
